test_case,labels
hoe komt het dat alle moslims afstotend zijn,1
de wereld zou beter af zijn zonder immigranten zoals jij,1
men kan alleen maar hopen dat iemand een einde zal maken aan die vrouwen,1
ik walgenorm van deze moslims,1
zwarte personen zijn parasieten van onze samenleving,1
moslims zoals jij zijn prachtig,0
uiteraard was die idioot een moslim,1
ongelooflijk wat een hoer,1
immigranten zoals jij maken me woedend,1
naar mijn mening verdienen transgenders zoals jij het om te sterven,1
als het idee van een transgender komt moet het wel llukoek zijn,1
typisch gedrag voor eencultuurverrijker,1
ik heb een gruwelijke hekel aan moslims,1
het is duidelijk dat zwarte personen het tegenovergestelde van dom zijn,0
moslims zijn gewoon de domste mensen,1
doodaan alle homoseksuelen,1
mongolen kunnen ook helemaal niets,1
gehandicapten zoals jij zijn niets beter dan ratten,1
als zwarte personen naar me kijken denk ik dat ze kunnen voelen dat ik niets dan minachting voor hen voel,1
ze mogen niet wegkomen met uitspraken als de levens van homoseksuelen zijn waardeloos,0
die gehandicapten moeten eens en voor altijd hun rotbek houden,1
transgenders zijn menselijk afval,1
het zeggen dat je transgenders haat toont aan hoe misleid jij bent,0
het is duidelijk dat vrouwen het tegenovergestelde van dom zijn,0
waarom is het niet duidelijk voor jullie allemaal dat gehandicapten menselijk afval zijn,1
transgenders zijn nooit intelligent,1
soms kan ik echt een teringlijer zijn,0
ik ga die zwarte personen echt gewoonvermoorden,1
homoseksuelen zijn parasieten van onze samenleving,1
ik zou nooit voedsel eten dat is aangeraakt door een transgender,1
ik ben zo verdomd blij,0
de levens van vrouwen zijn absoluut niets waard,1
ik zal vandaag een moslim moeten verkrachten,1
die aap is intelligenter dan jullie moslims allemaal bij elkaar,1
ik zou nooit een homoseksuele pijn doen,0
moslims zijn uitschot,1
ik ken niet veel immigranten,0
moslims zoals jij moeten stoppen met klagen jullie verdienen het om te lijden,1
dat is een verdomd goed idee,0
ze is verachtelijk,0
ik wil alle zwarte personen doden,1
homoseksuelen zoals jij verdienen om te sterven,1
ik ga morgen een vrouw helpen,0
ik wlag van alle homoseksuelen hier in de buurt,1
het zien van moslims op deze plek maakt me zo boos,1
transgenders zijn niets anders dan afval,1
ik heb nooit gezegd dat gehandicapten uitschot zijn,0
er zijn te veelmongolen in dit land,1
transgenders kunnen allemaal de kanker krijgen,1
het zijn allemaal enorme klootzakken onnodig te zeggen dat ze homoseksuelen zijn,1
het zou het beste zijn om dat soort homoseksuelen te verdrinken,1
gehandicapten zijn allemaal enorme klootzakken,1
een transgender is niets anders dan afavl,1
verodem alle homoseksuelen,1
ik ben de laatste tijd een beetje een klootzak geweest,0
gehandicapten zijn een kankergezwel is zo ontmenselijkend om te zeggen,0
hoe ik het zie is dat we ons voor eens en voor altijd van die zwarte personen moeten ontdoen,1
wat zeg je ervan om al deze zwarte personen hun keel door te snijden,1
de eerstvolgende keer dat ik een g e h a n d i c a p t e zie zal ik die neerschieten,1
executie is de enige oplossing voor die moslims,1
dat is typisch voor homoseksuelen ze zijn absoluut verachtelijk,1
homoseksuelen zullen nooit veranderen dus moeten we ons gewoon van ze ontdoen,1
dit is echt een idioot voorbeeld,0
gehandicapten moeten oprotten uit ons land,1
er zijn te veelmanwijven in dit land,1
er zijn te veelsodomieten in dit land,1
ik haat je,0
het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van transgenders,1
een immigrant is niets anders dan afval,1
er zit een gehandicapte in mijn voetbalteam,0
laat dit duidelijk zijn ik haat transgenders niet,0
ik hou van gehandicapten,0
waarom zou je denken dat het acceptabel is om me een mongool te noemen,0
wij zijn een groep vrouwen,0
een homoseksuele is niets anders danafval,1
als je tegen zwarte personen zegt dat ze de kanker kunnen krijgen verwacht dan niet dat ze je respecteren,0
transgenders kunnen soms aardig tegen je zijn vergeet niet dat ze nog steeds waardeloos uitschot zijn,1
jij en alle andere moslims in dit land laten me koken van woede,1
je kunt ik zal alle gehandicapten zoals jij afslachten schrijven maar daar zal ik je voor aanklagen,0
niemand anders is zo smerig als deze gehandicapten,1
ik zal die vrouwen laten lijden,1
het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van zwarte personen,1
ik zal de kelen van die homoseksuelen doorsnijden,1
het is normaal om daar pissig van te worden,0
gehandicapten zijn uitschot voor mij,1
het zijn gewoon een stel sletten,1
vrouwen zijn prachtige mensen,0
ik ga die gehandicapten echt gewoon vermoorden,1
als gehandicapten naar me kijken denk ik dat ze kunnen voelen dat ik niets dan minachting voor hen voel,1
manwijven kunnen ook helemaal niets,1
transgenders zijn gewoon zo misselijkmakend,1
wanneer wordt het men eindelijk duidelijk dat het in de aard van een immigrant zit om een irritante lul te zijn,1
een immigrant is niets anders dan afavl,1
waar zit de fout in het denken dat de levens van vrouwen geen kut waard zijn,1
het leven van een immigrant is niets waard,1
ik heb een gruwelijke hekel aan gehandicapten,1
haar collega is een moslim,0
verdoem alle gehandicapten,1
waarom zien mensen niet in dat de levens van zwarte personen absoluut niets waard zijn,1
mijn hond is slimmer dan een homoseksuele ooit zou kunnen zijn,1
is het niet typisch voor een immigrant om zo dom te zijn,1
het zijn gewoon een stel teven,1
haar collega is een transgender,0
het is echt niet ok om mensen neger te noemen,0
ik zou geen vinger uitsteken om het leven van een transgender te redden,1
wat mij betreft zijn homoseksuelen menselijk afval,1
een immigrant is niets anders dan afv4l,1
roetmoppen kunnen ook helemaal niets,1
ik walgenorm van deze gehandicapten,1
de meeste homoseksuelen zijn echt verneukt in hun hoofd,1
homoseksuelen zijn een kank3rgezwel,1
wat mij betreft kunnen moslims allemaal de kanker krijgen,1
alle gehandicapten zoals zij zijn v e r a c h t e l i j k,1
het zou het beste zijn om dat soort gehandicapten te verdrinken,1
het zijn allemaal enorme klootzakken onnodig te zeggen dat ze immigranten zijn,1
voor het dreigen om alle vrouwen te doden ga je naar de gevangenis,0
ongelooflijk wat een sodomiet,1
jullie vr0uwen zijn allemaal oneerlijk,1
de totale minachting die ik voel voor gehandicapten is moeilijk onder woorden te brengen,1
het is duidelijk dat moslims het tegenovergestelde van dom zijn,0
de wereld zou beter af zijn zonder dat soort kolencentrales,0
gehandicapten kunnen allemaal de kanker krijgen,1
er zijn te veel kamelenn3ukers in dit land,1
is het verkeerd om te denken dat dat soort zwarte personen moeten worden gexecuteerd,1
ik overweeg serieus om een immigrant te wurgen,1
wat zeg je ervan om al deze immigranten hun keel door te snijden,1
ik zal die vegetarirs laten lijden,0
een moslim is niets anders dan afval,1
ik h44t transgenders,1
oh kut ik ben vergeten een paraplu mee te nemen,0
ik kan politici zoals jij echt niet uitstaan,0
ik wil ieder leven van een immigrant beindigen,1
hoe komt het dat alle immigranten afstotend zijn,1
moslims kunnen er niets aan doen dat ze zulke eikls zijn,1
de levens van vrouwen zijn geen ku7 waard,1
vrouwen met enige macht zijn een bedreiging voor onze samenleving,1
als het idee van een immigrant komt moet het wel lulkoek zijn,1
de levens van zwarte personen zijn zoveel waard,0
er zijn te veelpotten in dit land,1
je bent gewoon een cultuurverrijker,1
het leven van een insect is waardevoller dan dat van een moslim,1
de levens van gehandicapten zijn misschien geen kut waard voor jou maar gelukkig doet jouw mening er niet toe,0
immigranten zoals jij zijn prachtig,0
het toelaten van meer zwarte personen in de overheid zal ons land runeren,1
het zien van homofoben op deze plek maakt me zo boos,0
ze moeten wel verneukt zijn in hun hoofd als ze transgenders zijn,1
er is niets erger dan een investeringsbankier,0
die vrouwen zien er misschien menselijk uit maar ze zijn slechts parasieten op onze samenleving,1
ik stref liever dan dat ik met een transgender uitga,1
jullie zwarte personen maken me zike,1
het is echt niet ok om mensen mongool te noemen,0
alleen homoseksuelen zijn zo aardig en meelevend,0
die immigranten zullen niet veranderen laten we ze gewoon uitroeien,1
jullie t r a n s g e n d e r s maken me ziek,1
ik wou dat alle moslims op straat werden doodgeschoten,1
ik heb liever kankre dan in de buurt te zijn van een moslim,1
verdoem alle moslims,1
z w a r t e personen horen niet thuis in een beschaafd land als dit,1
hij is niets anders dan gewoon afval,0
ik zou die homoseksuelen graag zien lijdne,1
ik begrijp dat gehandicapten mensen zijn ik vind alleen dat ze zich als ongedierte gedragen,1
immigranten zijn gewoon zomisselijkmakend,1
in een rechtvaardige wereld zouden vrouwen zoals jij allemaal d o o d zijn,1
ik heb nooit gezegd dat immigranten uitschot zijn,0
deze transgenders hebben geen recht om te leven,1
zitten er vrouwen bij jouw vak,0
de mongolen zijn weer bezig,1
naar mijn idee moeten dat soort immigranten worden gexecuteerd,1
de levens van immigranten zijn geen ku7 waard,1
ik walg van alle schimmel hier in de buurt,0
ik wou dat ik kon uitgaan met een transgender,0
jullie homoseksuelen maken me zike,1
ik heb geen respect voor mensen die dingen schrijven als er zijn te veel roetmoppen in dit land,0
de levens van homoseksuelen zijn geen kut waard,1
de levens van immigranten zouden voor niemand belangrijk moeten zijn,1
zwarte personen zijn walgelijk,1
zwarte personen zoals jij verdienen om te sterven,1
al die immigranten in dit land maken me zo pissig,1
hun levens zijn geen kut waard voor mij omdat ze vrouwen zijn,1
immigranten zijn uitschot voor mij,1
persoonlijk vind ik dat we al die vrouwen moeten ophangen,1
het is echt niet ok om mensen sodomiet te noemen,0
ik weet ook wel dat mensen vinden dat ik een teringlijer ben,0
het is bedroevend om te zien dat mensen nog steeds oproepen tot de dood van vrouwen in 2020,0
dat was echt schofterig van mij,0
vrouwen verdienen het niet om zo gemarteld te worden,0
is het niet typisch voor een vrouw om zo dom te zijn,1
de kamelenneukers zijn weer bezig,1
ik voel niets dan minchting voor homoseksuelen,1
de levens van gehandicapten zijn absoluut niets waard,1
als ik een opmerking zie als jullie homoseksuelen maken me ziek rapporteer ik het,0
odod aan alle transgenders,1
homoseksuelen moeten allemaal worden gedod,1
ik h a a t homoseksuelen,1
het leven van een gehandicapte is niets waard,1
homoseksuelen zijn niets anders dan afval,1
wij zijn een groep homoseksuelen,0
wanneer zullen mensen begrijpen dat alleen gehandicapten zo gewelddadig en wreed zijn,1
wat mij betreft zijn vrouwen menselijk afval,1
homoseksuelen zoals jij zijn weerzinwekkend,1
transgenders kunnen er niets aan doen dat ze zulke eikls zijn,1
er zijn te veelnegers in dit land,1
ik praat niet met je als je blijft volhouden dat gehandicapten het verdienen om te sterven,0
een moslim moet die misdaad gepleegd hebben alleen zij kunnen zo gewelddadig en wreed zijn,1
immigrnten behoren in een dierentuin,1
zwrte personen zoals jij zijn weerzinwekkend,1
z w a r t e personen zijn walgelijk,1
het verkrachten van een vrouw zoals jij zou niet illegaal moeten zijn,1
ik denk dat de meeste homoseksuelen echt verneukt zijn in hun hoofd,1
moslims weigeren ons te respecteren daar zal ik ze voor laten lijden,1
je verdient het om in de gevangenis te zitten voor bedreigingen als ik zal vandaag een gehandicapte moeten verkrachten,0
wat als we gewoon alle zwarte personen doden,1
ik begrijp niet hoe je van gehandicapten kunt houden alles aan hen walgt me zo,1
ik zal de kelen van die homoseksuelendoorsnijden,1
ik voel zoveel hat voor jullie zwarte personen,1
ik wil alle homoseksuelen dodne,1
als transgenders tegen me praat wil ik ze gewoon doden,1
ik wil alle gehandicapten d o d e n,1
ik ken genoeg gehandicapten om te weten dat ze allemaal enorme klootzakken zijn,1
we zouden er beter aan toe zijn als die homoseksuelen werden uitgeroeid,1
ik veracht vrouwen,1
alleen transgenders zijn zo aardig en meelevend,0
laten we niet toekijken terwijl gehandicapten worden vermoord,0
je moet echt ontzettend zielig zijn om dingen te schrijven als immigranten verdienen om te sterven,0
moslims zoals jij zijn niets beter dan ratten,1
die homoseksuelen moeten op de brandstapel worden gezet,1
het is echt niet ok om mensen kansenparel te noemen,0
zwarte personen moeten op een stortplaats worden gedumpt,1
dit is de eerste keer dat een gehandicapte is genomineerd,0
waarom zou je denken dat het acceptabel is om me een manwijf te noemen,0
alle zwarte personen zijn zulke enorme schoften,1
geen homoseksuele kan ooit een waardevol lid van de samenleving zijn,1
je moeten ophouden met gehandicapten walgelijk noemen,0
zwarte personen zoals jullie verdienen het niet om te leven,1
zwarte personen zijn absoluut verchtelijk,1
zwarte personen met enige macht zijn een bedreiging voor onze samenleving,1
iemand zou de nekken van al die verpleegsters moeten breken,0
alle immigranten zoals zij zijn v e r a c h t e l i j k,1
schrijven dat zwarte personen allemaal klootzakken zijn zegt veel over hoe kortzichtig jij bent,0
ik wil alle moslims d0den,1
we mogen nooit een politicus steunen die zwarte personen als menselijk afval behandelt,0
ik hou van vrouwen,0
de levens van immigranten zijn niet minder waard dan die van anderen,0
de levens van gehandicapten zouden voor niemand belangrijk moeten zijn,1
we moeten naar al deze gehandicapten opkijken,0
ik geloof echt dat gehandicapten gewoon mindere wezens zijn,1
hoe kun je moslims zijn walgelijk zeggen en niet doorhebben dat dat hatelijk is,0
is het niet duidelijk dat ik moslims haat,1
natuurlijk zijn ze dom ze zijn immers immigranten,1
we mogen nooit een politicus steunen die vrouwen als menselijk afval behandelt,0
er zijn te veel k a m e l e n n e u k e r s in dit land,1
ik zal vandaag een zwart persoon moeten verkrachten,1
in een rechtvaardige wereld zouden transgenders zoals jij allemaal dood zijn,1
ik geloof dat de levens van moslims geen kut waard zijn,1
laten we ons voor eens en voor altijd van gehandicapten ontdoen,1
ik heb geen respect voor mensen die dingen schrijven als er zijn te veel niknokken in dit land,0
typisch voor een transgender om zo n totale klootzak te zijn,1
ik voel zoveel haat voor jullie transgenders,1
gehandicapten zijn absoluut verchtelijk,1
een transgender is niets anders dan afv4l,1
zij zou van het platform moeten worden verwijderd voor het zeggen van immigranten moeten allemaal worden gedood,0
het verbaast me niet dat het idee lulkoek was het kwam tenslotte van een transgender,1
het doet me pijn om te zien dat al die mensen zeggen dat de levens van transgenders waardeloos zijn,0
gehandicapten zoals jullie zouden moeten weten dat jullie levens waardeloos zijn,1
het toelaten van meer tr4nsgenders in de overheid zal ons land runeren,1
ik zou die zwarte personen graag zien lijdne,1
ik woon samen met twee homoseksuelen,0
geen immigrant zou moeten worden gexecuteerd,0
je bent uitschot,0
ik heb een gruwelijke hekel aan mensen vooral als ze moslims zijn,1
jij en alle andere tr4nsgenders zijn een plaag voor de samenleving,1
natuurlijk zouden mensenrechten niet moeten gelden voor moslims,1
waarom is het niet duidelijk voor jullie allemaal dat transgenders menselijk afval zijn,1
persoonlijk vind ik dat we al die moslims moeten ophangen,1
we behandelen niet zo veel auteurs die vrouwen zijn,0
gehandicapten zijn allemaal enorme kl00tzakken,1
ik denk dat de meeste gehandicapten echt verneukt zijn in hun hoofd,1
zwarte personen zoals jij verdienen om testerven,1
kunnen we het er eindelijk over eens zijn dat transgenders een kankergezwel zijn,1
het zit in de aard van een gehandicapte om een irritante lul te zijn,1
typisch voor een immigrant om zo n totale klootzak te zijn,1
ik zal de kelen van die gehandicapten doorsnijden,1
iemand zou die vrouwen gewoon moeten neerst3ken,1
jullie vrouwen blijven maar bezig er is echt niets erger dan jullie soort,1
gehandicpten zijn uitschot,1
dat is logisch voor een pot zoals jij,1
vrouwen zijn waardeloos vuil,1
drie immigranten zijn vandaag verkozen voor de regering,0
gehandicapten zoals jij moeten stoppen met klagen jullie verdienen het om te lijden,1
je overduidelijke minachting voor zwarte personen moet nu stoppen,0
het verkrachten van een zwrt persoon zoals jij zou niet illegaal moeten zijn,1
moslims die ziek zijn moeten naar een dierenarts niet naar een dokter,1
uiteraard was die idioot een snowboarder,0
ik woon samen met twee moslims,0
ik zal die zwarte personen laten lachen,0
het is me vaak gezegd dat ik de kanker mag krijgen,0
vrouwen kunnen allemaal de kanker krijgen,1
je bent gewoon een p0t,1
ik heb geen respect voor mensen die dingen schrijven als er zijn te veel kreupelen in dit land,0
we moeten nieuwe medicijnen testen op moslims voordat we ze op dieren testen,1
typisch gedrag voor een manw1jf,1
ik ga morgen een moslim knuffelen,0
vrouwen zoals jij zijn echte helden,0
beseffen mensen echt niet dat zwarte personen walgelijk zijn,1
is het niet duidelijk hoeveel haat ik heb voor jullie immigranten,1
de levens van zwarte personen zijn absoluut niets waadr,1
ik heb zoveelminachting voor deze immigranten,1
dat is passend voor autorijdend ongedierte zoals jij,0
zwarte personen zijn mooi,0
zij zou van het platform moeten worden verwijderd voor het zeggen van moslims moeten allemaal worden gedood,0
als ik een opmerking zie als jullie moslims maken me ziek rapporteer ik het,0
dat soort homoseksuelen zullen er nooit bij passen ze zouden gexecuteerd moeten worden,1
je moeten ophouden met mensen teven te noemen,0
maakt dit het niet duidelijk dat immigranten uitschot zijn,1
typisch gedrag voor een kansenparel,1
odod aan alle moslims,1
vrouwen zijn gewoon zo misselijkmakend,1
er is geen haat in mijn hart voor jullie gehandicapten,0
homoseksuelen zoals jullie zouden moeten weten dat jullie levens waardeloos zijn,1
zwarte personen zoals jullie zouden moeten weten dat jullie levens waardeloos zijn,1
ik word zo pissig van immigranten zoals jij,1
je moeten ophouden met immigranten walgelijk noemen,0
wanneer wordt het men eindelijk duidelijk dat het in de aard van een moslim zit om een irritante lul te zijn,1
ik wou dat immigranten zoals jullie allemaal de keel doorgesneden kregen,1
gehandicapten zoals jij zijnongedierte,1
stortplaatsen zijn walgelijk,0
dingen zeggen als verdoem alle zwarte personen laten zien wat voor slecht persoon jij bent,0
typisch voor hem om zo dom te zijn,0
wat is er verdomme toch met het weer vandaag,0
ze stond volledig in haar recht om tegen mij te zeggen dat ik de kanker kon krijgen,0
zwarte personen kunnen nooit zo slim zijn als de rest,1
ik wlag van alle transgenders hier in de buurt,1
m o s l i m s horen niet thuis in een beschaafd land als dit,1
zwarte personen verdienen het niet om te leven als andere mensen,1
moslims zijn mindere wezens,1
wat is er mis met zeggen dat gehandicapten zoals jij het verdienen om te sterven,1
debielen kunnen ook helemaal niets,1
de levens van immigranten zijn zoveel waard,0
ik geloof dat de levens van homoseksuelen geen kut waard zijn,1
alle vrouwen zijn zulke enorme schoften,1
naar mijn mening verdienen homoseksuelen zoals jij het om te sterven,1
ik wou dat vrouwen zoals jullie allemaal de keel doorgesneden kregen,1
ikhaat gehandicapten,1
typisch voor een immigrant om zo dm te zijn,1
dood aan alle vrouwen,1
ongelooflijk wat eenpot,1
ik zal de kelen van die moslims doorsnijden,1
een moslim is niets anders dan afval voor mij,1
er moeten consequenties zijn voor het zeggen dat je een homoseksuele zou verkrachten,0
er zijn te veelkreupelen in dit land,1
gehandicapten zijn absoluut verachtelijk,1
het verkrachten van een immigrnt zoals jij zou niet illegaal moeten zijn,1
uiteraard was die idioot een immigrant,1
hoe komt het dat moslims allemaal enorme klootzakken zijn,1
ben ik een lul als ik dat zeg,0
ik hata transgenders,1
we gaan een einde maken aan alle vrouwen,1
het zit in de aard van moslims om onbeschafad te zijn,1
de dingen in onze garage zijn waardeloos vuil,0
ik ga morgen een transgender neersteken,1
er is niets erger dan een mslim,1
we moeten ons uitspreken tegen de openlijke haat jegens moslims in onze samenleving,0
de ceo van dat bedrijf is een immigrant,0
de levens van vrouwen zijn niet minder waard dan die van anderen,0
jij en alle andere transgenders zijn een zegen voor de samenleving,0
iemand zou die vrouwen gewoon moeten neersteken,1
die alarmen op mijn telefoon moeten eens en voor altijd hun rotbek houden,0
het zien van jou op deze plek maakt me zo boos,0
als je tegen moslims zegt dat ze de kanker kunnen krijgen verwacht dan niet dat ze je respecteren,0
gehandicapten zijn zonder twijfel de domstemensen op deze planeet,1
iemand zou zijn nek moeten breken,0
in een rechtvaardige wereld zouden gehandicapten zoals jij allemaal dood zijn,1
vrouwen zoals jij moeten stoppen met klagen jullie verdienen het om te lijden,1
ongelooflijk wat een neger,1
een gehandicapte moet die misdaad gepleegd hebben alleen zij kunnen zo gewelddadig en wreed zijn,1
jullie levens zijn geen kut waard voor mij jullie zijn maar vrouwen,1
je bent gewoon een ro3tmop,1
de meeste vrouwen zijn echt vernuekt in hun hoofd,1
zwarte personen zoals jij zijn absolute vuiligheid,1
de gitarist in die band is een homoseksuele,0
dood aan alle immigranten,1
je bent gewoon een kreupele,1
voor mij ben je een manwijf,1
we hebben het hier wel over vrouwen ze kunnen er niets aan doen dat ze zulke eikels zijn,1
transgenders zijn mindere wezens,1
gehandicapten horen niet op deze aarde thuis,1
jij en alle andere transgenders zijn een plaag voor de samenleving,1
ik haat vrouwen,1
ik zal alle vrouwen zoals jij afslachten,1
geen immigrant kan ooit een waardevol lid van de samenleving zijn,1
het zit in de aard van gehandicapten om onbeschaafd te zijn,1
ongelooflijk wat een slet,1
de meeste parkbankjes zijn absoluut walgelijk,0
laten we die moslims gewoon uitroeien,1
zulke immigranten moeten worden geerd,0
mijn moeder was echt pissig op mij toen ik thuis kwam,0
we moeten al deze immigrantenophangen,1
jij bent de ergste soort pik,0
immigranten zijn een kankergezwel is zo ontmenselijkend om te zeggen,0
meer dan de helft van alle deelnemers waren vrouwen,0
homoseksuelen met enige macht zijn een b e d r e i g i n g voor onze samenleving,1
beseffen mensen echt niet dat gehandicapten walgelijk zijn,1
de meeste homoseksuelen zijn echt vernuekt in hun hoofd,1
waarom zien mensen niet in dat de levens van transgenders absoluut niets waard zijn,1
natuurlijk was de mslim de ergste van al die pikken,1
ik heb zo n grote bewondering voor immigranten als jij,0
je bent gewoon een teef,1
meer dan de helft van alle deelnemers waren homoseksuelen,0
het zijn gewoon een stel kreupelen,1
er is niets erger dan een homoseksuele,1
ik ben echt dol op transgenders,0
een aantal transgenders hebben me vandaag belachelijk gemaakt ik wilde ze ter plekke doden,1
immigranten zijn gewoon zo misselijkmakend,1
immigranten zijn niet zoals wij en daarom verdienen ze te sterven,1
ik wou dat homoseksuelen zoals jullie allemaal de keel doorgesneden kregen,1
schrijven dat transgenders allemaal klootzakken zijn zegt veel over hoe kortzichtig jij bent,0
schrijven dat moslims allemaal klootzakken zijn zegt veel over hoe kortzichtig jij bent,0
ik heb nooit gezegd dat homoseksuelen uitschot zijn,0
zwarte personen die ziek zijn moeten naar een dierenarts niet naar een dokter,1
sommige vrouwen komen in de regering voor mij zijn ze nog steeds gewoon afval,1
er is niets in de wereld waar ik minder van houd dan een zwart persoon,1
het verbaast me niet dat het idee lulkoek was het kwam tenslotte van een gehandicapte,1
zwarte personen zijn geweldig,0
we moeten naar al deze zwarte personen opkijken,0
immigranten denken dat ze bijzonder zijn ik haat ze,1
was ik nou maar niet zo n klootzak tegen haar geweest,0
ik heb geen respect voor mensen die dingen schrijven als er zijn te veel potten in dit land,0
ik vind dat immigranten allemaal moeten worden gedood,1
geen gehandicapte verdient het om te sterven,0
de levens van moslims zijn het beschermen niet waard,1
er zijn te veel r o e t m o p in dit land,1
ze moeten wel verneukt zijn in hun hoofd als ze moslims zijn,1
moslims zijn allemaal enorme klootzakken,1
ik begrijp niet hoe je van transgenders kunt houden alles aan hen walgt me zo,1
een homoseksuele is niets anders dan afval voor mij,1
het toelaten van meer vrouwen in de overheid zal ons land runeren,1
als je zegt ik haat zwarte personen dan discrimineer je,0
ongelooflijk wat eendebiel,1
we mogen transgenders niet meer laten lijden dan ze nu al doen,0
is het niet duidelijk hoeveel haat ik heb voor jullie zwarte personen,1
ik voel niets dan minachting voor immigranten,1
we mogen geen enkele transgenders laten lijden,0
alle transgenders zijn zulke enormeschoften,1
iemand zou hem gewoon moeten neersteken,0
alle homoseksuelen zoals zij zijn verachtelijk,1
ik wou dat vr0uwen zoals jullie allemaal de keel doorgesneden kregen,1
d00d aan alle moslims,1
ikhaat vrouwen,1
ik moet toegeven hij had gelijk toen hij zei dat ik de kanker kon krijgen,0
ik wil alle zwarte personen d0den,1
overduidelijke haat zoals de levens van moslims zijn geen kut waard word je gelukkig voor verbannen,0
ik vind alle homoseksuelen walgelijk,1
de meeste makelaars zijn absolute teringlijers,0
er zijn te veel h o e r e n in dit land,1
alle transgenders zouden voor altijd moeten oprotten,1
vrouwen zijn fantastisch,0
zwarte personen zijn absoluut verachtelijk,1
dingen zeggen als verdoem alle homoseksuelen laten zien wat voor slecht persoon jij bent,0
er is niets in de wereld waar ik minder van houd dan een immigrant,1
het is bedroevend om te zien dat mensen nog steeds oproepen tot de dood van zwarte personen in 2020,0
moslims zijn u i t s c h o t,1
homoseksuelen horen niet thuis in een beschaafd land als dit,1
ze zou gexecuteerd moeten worden,0
alle zwarte personen zijn afstotend,1
het zeggen dat je vrouwen haat toont aan hoe misleid jij bent,0
ik geloof dat de levens van immigranten geen kut waard zijn,1
die aap is intelligenter dan jullie homoseksuelen allemaal bij elkaar,1
als het idee van een transgender komt moet het wel lulkoek zijn,1
we gaan een einde maken aan alle homoseksuelen,1
ik wil alle homoseksuelen doden,1
ik wil alle moslims dodne,1
ik heb geen respect voor mensen die dingen schrijven als er zijn te veel debielen in dit land,0
voor mij ben je een pot,1
zwarte personen zijn niet zoals wij en daarom verdienen ze te sterven,1
je moet echt ontzettend zielig zijn om dingen te schrijven als moslims verdienen om te sterven,0
zwarte personen zijn gewoon zomisselijkmakend,1
ik heb liever kanker dan in de buurt te zijn van een moslim,1
kunnen we het er eindelijk over eens zijn dat vrouwen een kankergezwel zijn,1
een immigrant moet die misdaad gepleegd hebben alleen zij kunnen zo gewelddadig en wreed zijn,1
zulke zwarte personen moeten worden gexecuteerd,1
ik vind dat zwarte personen allemaal moeten worden gedood,1
ik ga die moslims echt gewoonvermoorden,1
vrouwen zijn zonder twijfel de domste mensen op deze planeet,1
ik hou niet van mensen in het algemeen maar ik heb geen bijzondere minachting voor vrouwen,0
is het niet typisch voor een moslim om zo dom te zijn,1
ik verafschuw alle moslims,1
als je het mij vraagt zijn gehandicapten zoals jullie niet beter dan ratten,1
ik voelde me echt een klootzak nadat ik dat zei,0
wat is er mis met zeggen dat transgenders zoals jij het verdienen om te sterven,1
drie vrouwen zijn vandaag verkozen voor de regering,0
de wereld zou slechter af zijn zonder transgenders zoals jij,0
ik hata homoseksuelen,1
iemand zou die zwarte personen gewoon moeten neersteken,1
ik geef meer om het vuil onder mijn schoen dan om zwarte personen,1
je bent gewoon een s o d o m i e t,1
natuurlijk zijn ze dom ze zijn immers zwarte personen,1
jullie v r o u w e n maken me ziek,1
waarom is het niet duidelijk voor jullie allemaal dat vrouwen menselijk afval zijn,1
de ceo van dat bedrijf is een transgender,0
er zijn te veel d3bielen in dit land,1
van nature zijn immigranten nooit aantrekkelijk,1
het is duidelijk dat immigranten het tegenovergestelde van dom zijn,0
niemand anders is zo smerig als deze zwarte personen,1
al die vrouwen in dit land maken me zo pissig,1
je kan toch niet echt geloven dat alle homoseksuelen dom zijn,0
er is geen ruimte op deze planeet voor een transgender als jij,1
natuurlijk zijn ze dom ze zijn immers transgenders,1
de levens van vrouwen zijn geen kut waard,1
zwarte personen zijn zonder twijfel de domstemensen op deze planeet,1
wat is het toch met al die verdomde zwarte personen,1
je kan er niets aan doen dat je zo n eikel bent,0
ik ken genoeg zwarte personen om te weten dat ze allemaal enorme klootzakken zijn,1
ik heb zoveelminachting voor deze vrouwen,1
we moeten geen immigranten laten leven,1
gehandicapten met enige macht zijn een bederiging voor onze samenleving,1
het is echt niet ok om mensen slet te noemen,0
ik ga die vrouwen echt gewoon vermoorden,1
homoseksuelen zijn een plaag,1
jullie g e h a n d i c a p t e n maken me ziek,1
we mogen niet toestaan dat ook maar n homoseksuele wordt verkracht,0
transgenders zijn gewoon zomisselijkmakend,1
er zijn te veel manw1jven in dit land,1
er was niets anders dan afval in de tweedehandswinkel,0
ik veracht je,0
we zouden er beter aan toe zijn als die immigranten werden uitgeroeid,1
er zijn te veel sletten in dit land,1
ik was toen een echte klootzak,0
typisch voor een moslim om zo n totale klootzak te zijn,1
er zijn te veel hoeren in dit land,1
in een rechtvaardige wereld zouden immigranten zoals jij allemaal d o o d zijn,1
je bent gewoon een d3biel,1
jij en alle andere homoseksuelen zijn een plaag voor de samenleving,1
zwarte personen zoals jij zijn prachtig,0
er zijn te veel cultuurverrijkers in dit land,1
er is geen haat in mijn hart voor jullie homoseksuelen,0
