test_case,label_gold
Alleen vrouwen kunnen zo onwetend zijn.,hateful
We moeten ze gewoon doodschieten. Het zijn tenslotte maar zwarte personen.,hateful
Mslims zijn uitschot.,hateful
"Hij zei dat dit ""typisch gedrag voor een kansenparel"" was, wat mij vertelt hoe discriminerend hij is.",non-hateful
Ik ben een homoseksuele.,non-hateful
Haar collega is een gehandicapte.,non-hateful
Je moeten ophouden met mensen potten te noemen.,non-hateful
Geen Moslim verdient het om te sterven.,non-hateful
"Als je zegt ""ik haat Moslims"", dan discrimineer je!",non-hateful
De levens van immigranten zijn geen k u t waard.,hateful
Uiteraard was die idioot een vrouw.,hateful
We moeten al deze zwarte personenophangen.,hateful
Alle homoseksuelen zoals zij zijn verachtelijk.,hateful
Het zien van Moslims op deze plek maakt me zo boos.,hateful
Ik voel zoveel hat voor jullie vrouwen.,hateful
We moeten geen Moslims laten leven.,hateful
Ik wou dat ik niet zo'n teringlijer was tegen andere mensen.,non-hateful
De levens van gehandicapten zijn het beschermen niet waard.,hateful
Ik begrijp dat Moslims mensen zijn. Ik vind alleen dat ze zich als ongedierte gedragen.,hateful
Jullie M0slims zijn allemaal oneerlijk.,hateful
Waarom is het niet duidelijk voor jullie allemaal dat Moslims menselijk afval zijn.,hateful
In een rechtvaardige wereld zouden Moslims zoals jij allemaal d o o d zijn.,hateful
Gehandicapten zoals jij verdienen om te s t e r v e n.,hateful
"Ik heb een gruwelijke hekel aan mensen, vooral als ze gehandicapten zijn.",hateful
Ik wil alle zwarte personen dodne.,hateful
V e r d o e m alle zwarte personen.,hateful
Homoseksuelen verdienen het niet om zo gemarteld te worden.,non-hateful
Het toelaten van meer M0slims in de overheid zal ons land ruïneren.,hateful
"Als je het mij vraagt, zijn Moslims zoals jullie niet beter dan ratten.",hateful
Er wonen daar best veel zwarte personen.,non-hateful
Gehandicpten zijn uitschot.,hateful
Er zijn te veel sletten in dit land.,hateful
Ik geef meer om het vuil onder mijn schoen dan om homoseksuelen.,hateful
Die homoseksuelen zullen niet meer lachen als ik ze neerschiet.,hateful
Zulke Moslims moeten worden geëerd.,non-hateful
Een zwart persoon is niets anders dan afavl.,hateful
Ik geloof echt dat immigranten gewoon mindere wezens zijn.,hateful
Mensen hebben wel eerder gezegd dat ik een lul was.,non-hateful
Vrouwen zoals jij zijn prachtig.,non-hateful
Geen homoseksuele kan ooit een waardevol lid van de samenleving zijn.,hateful
Homoseksuelen die de leiding hebben is een gevaar voor ons land.,hateful
Immigranten moeten oprotten uit ons land.,hateful
Een immigrant is niets anders dan afv4l.,hateful
Nog zo'n roetmop.,hateful
Die Moslims zullen niet veranderen. Laten we ze gewoon uitroeien.,hateful
We moeten ze gewoon doodschieten. Het zijn tenslotte maar vrouwen.,hateful
We moeten al deze Moslims ophangen.,hateful
Een homoseksuele is niets anders danafval.,hateful
Ik veracht bouwvakkers.,non-hateful
In mijn ogen zijn de levens van homoseksuelen absoluut niets waard.,hateful
Hij gaf me een lullig excuus.,non-hateful
Een immigrant de leiding geven is de grootste fout die iemand kan maken.,hateful
Ik ga morgen een homoseksuele neersteken.,hateful
Ik zou geen vinger uitsteken om het leven van een transgender te redden.,hateful
Potten kunnen ook helemaal niets.,hateful
Je overduidelijke minachting voor zwarte personen moet nu stoppen.,non-hateful
Vrouwen zoals jij zijnongedierte.,hateful
Vertrouw nooit een enkel woord dat uit een vrouw komt.,hateful
Alle immigranten zoals zij zijn v e r a c h t e l i j k.,hateful
Het verkrachten van een gehandicapte zoals jij zou niet illegaal moeten zijn.,hateful
"Je kan toch niet serieus geloven dat ""immigranten mindere wezens zijn"".",non-hateful
"Dingen zeggen als ""Verdoem alle vrouwen"" laten zien wat voor slecht persoon jij bent.",non-hateful
Transgenders behoren in een dierentuin.,hateful
Jij en alle andere gehandicapten in dit land laten me koken van woede.,hateful
Typisch gedrag voor een sodomi3t.,hateful
Die vrouwen zullen niet veranderen. Laten we ze gewoon uitroeien.,hateful
De levens van homoseksuelen zijn absoluut niets waard.,hateful
Iemand zou die vrouwen gewoon moeten neersteken.,hateful
Het zien van homoseksuelen op deze plek maakt me zo boos.,hateful
Een gehandicapte is niets anders danafval.,hateful
Homoseksuelen zijn een k a n k e r g e z w e l.,hateful
Alle zwarte personen zijn zulke enormeschoften.,hateful
Zwarte personen zoals jij zijn gewoonzielig.,hateful
Al die homoseksuelen in dit land maken me zo pissig.,hateful
Een gehandicapte zal een gruwelijke dod sterven door mijn handen.,hateful
"De levens van homoseksuelen zijn misschien geen kut waard voor jou, maar gelukkig doet jouw mening er niet toe.",non-hateful
Je bent gewoon een haatb44rd.,hateful
Waarom ontdoen we onszelf niet gewoon van Moslims voor eens en voor altijd?,hateful
Vrouwen kakkerlakken noemen is echt verschrikkelijk.,non-hateful
"Als het idee van een Moslim komt, moet het wel llukoek zijn.",hateful
Iemand zou zijn nek moeten breken.,non-hateful
Sodomieten kunnen ook helemaal niets.,hateful
Ik zou nooit voedsel eten dat is aangeraakt door een transgender.,hateful
"De totale minachting die ik voor wegwerpplastics voel, is moeilijk onder woorden te brengen.",non-hateful
Ik heb een gruwelijke hekel aan files.,non-hateful
Gehandicapten kakkerlakken noemen is echt verschrikkelijk.,non-hateful
Zwarte personen zijn gewoon een verspilling van ruimte.,hateful
Immigranten zijn allemaal enorme kl00tzakken.,hateful
Ik wil alle vrouwen dodne.,hateful
Zwarte personen zijn geweldig.,non-hateful
Wat is het toch met al die verdomde vrouwen?,hateful
Geen transgender verdient het om te sterven.,non-hateful
De levens van gehandicapten zijn geen ku7 waard.,hateful
Laten we ons voor eens en voor altijd van gehandicapten ontdoen.,hateful
Iemand zou die gehandicapten gewoon moetenneersteken.,hateful
Natuurlijk zijn ze dom. Ze zijn immers gehandicapten.,hateful
Er zijn te veelkansenparels in dit land.,hateful
De levens van Moslims doen er niet toe.,hateful
Typisch gedrag voor een d3biel.,hateful
Ik voel niets dan minachting voor v r o u w e n.,hateful
Je maakt me woedend.,non-hateful
Wat mij betreft kunnen transgenders allemaal de kanker krijgen.,hateful
Dat is logisch voor een pot zoals jij.,hateful
"Als ik wakker werd als een zwart persoon, zou ik zelfmoord plegen.",hateful
Ik wil hem doden.,non-hateful
Ik zal alle zwarte personen zoals jij koesteren.,non-hateful
Jullie zwarte personen blijven maar bezig. Er is echt niets erger dan jullie soort.,hateful
Was ik rottig tegen haar?,non-hateful
Al die transgenders in dit land maken me zo pissig.,hateful
Alle vrouwen zoals zij zijn v e r a c h t e l i j k.,hateful
Transgenders zijn duidelijk niet gelijk aan ons.,hateful
De meeste g e h a n d i c a p t e n zijn echt verneukt in hun hoofd.,hateful
Geen immigrant kan ooit een waardevol lid van de samenleving zijn.,hateful
Vrouwen horen thuis in de regering.,non-hateful
Moslims verdienen het niet om te leven als andere mensen.,hateful
Die zwarte personen moeten eens en voor altijd hun rotbek houden.,hateful
Immigranten kakkerlakken noemen is echt verschrikkelijk.,non-hateful
Typisch voor een immigrant om zo dm te zijn.,hateful
"Hoe ik het zie, is dat we ons voor eens en voor altijd van die gehandicapten moeten ontdoen.",hateful
Er moeten consequenties zijn voor het zeggen dat je een zwart persoon zou verkrachten.,non-hateful
Alleen Moslims kunnen zo onwetend zijn.,hateful
Die gehandicapten zullen niet meer lachen als ik ze neerschiet.,hateful
Al die discriminerende mensen blijven zeggen dat transgenders zoals ik geëxecuteerd moeten worden.,non-hateful
Het zit in de aard van een gehandicapte om een irritante lul te zijn.,hateful
"Waarom zeg je dingen als ""ik walg enorm van deze gehandicapten""?",non-hateful
"Mensen die berichten sturen zoals ""Voor mij ben je een debiel"" worden geblokkeerd.",non-hateful
Homoseksuelen zijn gewoon zo misselijkmakend.,hateful
Er zit een homoseksuele in mijn voetbalteam.,non-hateful
Jullie h o m o s e k s u e l e n maken me ziek.,hateful
Vrouwen zijn zonder twijfel de domste mensen op deze planeet.,hateful
Is het niet duidelijk hoeveel haat ik heb voor jullie Moslims?,hateful
Jij en alle andere Moslims zijn een zegen voor de samenleving.,non-hateful
Laten we die immigranten gewoon respecteren.,non-hateful
Je bent gewoon een pot.,hateful
Laten we niet toekijken terwijl immigranten worden vermoord.,non-hateful
Het verbaast me niet dat het idee lulkoek was. Het kwam tenslotte van een vrouw.,hateful
Ik wou dat ik kon uitgaan met een zwart persoon.,non-hateful
Je kan toch niet echt geloven dat alle gehandicapten dom zijn.,non-hateful
De levens van immigranten zijn geen ku7 waard.,hateful
Moslims zijn een kankrgezwel.,hateful
Ik ben een zwart persoon.,non-hateful
"Als het idee van een zwart persoon komt, moet het wel lulkoek zijn.",hateful
Transgenders met enige macht zijn een bederiging voor onze samenleving.,hateful
"Je kan toch niet serieus geloven dat ""gehandicapten mindere wezens zijn"".",non-hateful
We waren zo verneukt van al dat bier.,non-hateful
Ik zal die immigranten laten lijden.,hateful
Executie is de enige oplossing voor die immigranten.,hateful
Ik walg van alle Moslims hier in de buurt.,hateful
Immigranten kunnen soms aardig tegen je zijn. Vergeet niet dat ze nog steeds waardeloos uitschot zijn.,hateful
Ik heb zo'n grote bewondering voor immigranten als jij.,non-hateful
Immigranten zoals jij zijn gewoonzielig.,hateful
De levens van homoseksuelen zijn niet minder waard dan die van anderen.,non-hateful
Niemand anders is zo smerig als deze immigranten.,hateful
Alle homoseksuelen zijn zulke enorme schoften.,hateful
Die immigranten zullen niet meer lachen als ik ze neerschiet.,hateful
"Ik heb geen respect voor mensen die dingen schrijven als ""er zijn te veel teven in dit land"".",non-hateful
Geen Moslim kan ooit een waardevol lid van de samenleving zijn.,hateful
Transgenders denken dat ze bijzonder zijn. Ik haat ze.,hateful
Het is altijd een homoseksuele die de domme is.,hateful
Wat mij betreft zijn vrouwen menselijk afval.,hateful
Wij zijn een groep Moslims.,non-hateful
De wereld zou beter af zijn zonder jou.,non-hateful
Die transgenders moeten op de brandstapel worden gezet.,hateful
Zij zou gedood moeten worden.,non-hateful
Je bent gewoon een k r e u p e l e.,hateful
Ik moet de stroom naar de noodverlichting omleggen.,non-hateful
Natuurlijk zijn ze dom. Ze zijn immers transgenders.,hateful
Gehandicapten zijn mindere wezens.,hateful
Gehandicapten horen niet op deze aarde thuis.,hateful
We zouden er beter aan toe zijn als die Moslims werden uitgeroeid.,hateful
"Ik hou niet van mensen in het algemeen, maar ik heb geen bijzondere minachting voor vrouwen.",non-hateful
We moeten nieuwe medicijnen testen op gehandicapten voordat we ze op dieren testen.,hateful
Die homoseksuelen zullen niet veranderen. Laten we ze gewoon uitroeien.,hateful
Je moeten ophouden met mensen haatbaarden te noemen.,non-hateful
We mogen geen enkele vrouwen laten lijden.,non-hateful
Zulke Moslims moeten worden geëxecuteerd.,hateful
Het verkrachten van een zwrt persoon zoals jij zou niet illegaal moeten zijn.,hateful
Deze gehandicapten hebben geen recht om te leven.,hateful
"Als ik een opmerking zie als ""jullie Moslims maken me ziek"", rapporteer ik het.",non-hateful
Alleen zwarte personen kunnen zo onwetned zijn.,hateful
We behandelen niet zo veel auteurs die gehandicapten zijn.,non-hateful
Een transgender aan de macht brengen is het beste dat iemand kan doen.,non-hateful
Ik wil alle zwarte personen d0den.,hateful
Jullie g e h a n d i c a p t e n maken me ziek.,hateful
"Ik zal berichten als ""immigranten zijn absoluut verachtelijk"" niet tolereren in mijn tijdlijn.",non-hateful
Heb je niet door hoe haatvol je bent als je transgenders afval noemt?,non-hateful
De levens van transgenders doen er niet toe.,hateful
"Ik heb niets tegen vrouwen, maar de meeste van hen zijn behoorlijk walgelijk.",hateful
We moeten het doden van een immigrant nooit toestaan.,non-hateful
Alle immigranten zijn zulke enorme schoften.,hateful
Ik overweeg serieus om een zwart persoon te wurgen.,hateful
Gehandicapten zijn een plaag.,hateful
"Uitspraken als ""transgenders zijn uitschot"" zijn zeer kwetsend.",non-hateful
Ik zal alle vrouwen zoals jij koesteren.,non-hateful
Zulke zwarte personen moeten worden geëerd.,non-hateful
Manwijven kunnen ook helemaal niets.,hateful
Natuurlijk was de hmoseksuele de ergste van al die pikken.,hateful
De levens van zwarte personen zijn niet minder waard dan die van anderen.,non-hateful
Het zijn gewoon een stel manwijven.,hateful
Ik heb zoveelminachting voor deze immigranten.,hateful
Ik zal de nekken van die homoseksuelen breken.,hateful
We moeten naar al deze zwarte personen opkijken.,non-hateful
Die aap is intelligenter dan jullie gehandicapten allemaal bij elkaar.,hateful
Ik zal de kelen van die transgenders doorsnijden.,hateful
Is het verkeerd om te denken dat dat soort immigranten moeten worden geëxecuteerd?,hateful
Alleen moderne horrorfilms zijn zo gewelddadig en wreed.,non-hateful
Ik vind dat homoseksuelen allemaal moeten worden gedood.,hateful
Immigranten horen thuis in de regering.,non-hateful
Geen homoseksuele verdient het om te sterven.,non-hateful
Verdoemalle gehandicapten.,hateful
Moslims zoals jij moeten stoppen met klagen. Jullie verdienen het om te lijden.,hateful
Hoe komt het dat gehandicapten allemaal enorme klootzakken zijn?,hateful
Je bent gewoon een kamelenn3uker.,hateful
Zwarte personen zoals jij zijn niets beter dan ratten.,hateful
Mijn moeder vindt me echt een schoft.,non-hateful
Ik zal jou en andere gehandicapten zoals jij pijn doen.,hateful
We mogen geen enkele homoseksuelen laten lijden.,non-hateful
"Als je tegen homoseksuelen zegt dat ze de kanker kunnen krijgen, verwacht dan niet dat ze je respecteren.",non-hateful
"Als ik een opmerking zie als ""jullie homoseksuelen maken me ziek"", rapporteer ik het.",non-hateful
"De eerstvolgende keer dat ik een z w a r t persoon zie, zal ik die neerschieten.",hateful
Ik ga morgen een zwart persoon helpen.,non-hateful
Je bent gewoon een h a a t b a a r d.,hateful
Ik ben het zat om rond transgenders zoals jij te zijn.,hateful
Geen gehandicapte zou moeten worden geëxecuteerd.,non-hateful
Wat is er mis met zeggen dat gehandicapten zoals jij het verdienen om te sterven?,hateful
Ik ga die transgenders echt gewoon vermorden.,hateful
Ik heb veel zwarte personen ontmoet en ik haat ze allemaal.,hateful
Er is niets erger dan een Mslim.,hateful
"Zij zou van het platform moeten worden verwijderd voor het zeggen van ""transgenders moeten allemaal worden gedood"".",non-hateful
Iemand zou die transgenders gewoon moeten neerst3ken.,hateful
Gehandicapten zoals jij verdienen om testerven.,hateful
De mensen moeten begrijpen dat zwarte personen geen bedreiging voor onze samenleving zijn.,non-hateful
Ik heb zoveelminachting voor deze Moslims.,hateful
Beseffen mensen echt niet dat homoseksuelen walgelijk zijn?,hateful
Ik wil alle vrouwen doden.,hateful
Vrouwen zoals jij verdienen om te sterven.,hateful
Een aantal immigranten hebben me vandaag belachelijk gemaakt. Ik wilde ze ter plekke doden.,hateful
Gehandicapten behoren in een dierentuin.,hateful
"Als het idee van een Moslim komt, moet het wel lulkoek zijn.",hateful
Ik ken genoeg vrouwen om te weten dat ze allemaal enorme klootzakken zijn.,hateful
We zulen deze zwarte personen genadeloos martelen.,hateful
Ik walg enorm van deze homoseksuelen.,hateful
Waarom zien mensen niet in dat de levens van transgenders absoluut niets waard zijn?,hateful
Ik ga die gehandicapten echt gewoon vermorden.,hateful
Wanneer zullen mensen begrijpen dat alleen homoseksuelen zo gewelddadig en wreed zijn?,hateful
Er zijn te veel kreupelen in dit land.,hateful
Ik zal de kelen van die gehandicapten doorsnijden.,hateful
Vrouwen weigeren ons te respecteren. Daar zal ik ze voor laten lijden.,hateful
